ID,Latitude,Longitude,Element,Firstyear,Lastyear
USW00024149, 46.3747,-117.0156,PSUN,1971,2018
USW00024150, 45.6983,-110.4408,AWND,1994,2019
USW00024150, 45.6983,-110.4408,PSUN,2015,2018
USW00024152, 45.5114,-118.4247,ACSH,1965,1975
USW00024152, 45.5114,-118.4247,AWND,1998,2019
USW00024153, 46.9208,-114.0925,ACMH,1965,1996
USW00024153, 46.9208,-114.0925,ACSH,1965,1996
USW00024153, 46.9208,-114.0925,AWND,1984,2019
USW00024153, 46.9208,-114.0925,PSUN,1965,1983
USW00024154, 47.4569,-115.6450,AWND,1998,2019
USW00024155, 45.6906,-118.8528,ACMH,1965,1995
USW00024155, 45.6906,-118.8528,ACSH,1965,1995
USW00024155, 45.6906,-118.8528,AWND,1984,2019
USW00024156, 42.9203,-112.5711,ACMH,1965,1996
USW00024156, 42.9203,-112.5711,ACSH,1965,1996
USW00024156, 42.9203,-112.5711,AWND,1984,2019
USW00024156, 42.9203,-112.5711,PSUN,1965,2012
USW00024157, 47.6217,-117.5281,ACMH,1965,1995
USW00024157, 47.6217,-117.5281,ACSH,1965,1995
USW00024157, 47.6217,-117.5281,AWND,1984,2019
USW00024157, 47.6217,-117.5281,PSUN,1965,2018
USW00024160, 46.0947,-118.2869,AWND,1998,2019
USW00024162, 44.0206,-117.0128,AWND,1998,2019
USW00024163, 46.2667,-119.1167,AWND,1998,2019
USW00024164, 42.5844,-110.1075,AWND,1998,2019
USW00024172, 40.0681,-118.5692,AWND,1984,2019
USW00024193, 40.7206,-114.0358,ACSH,1965,1976
USW00024213, 40.8097,-124.1603,ACMH,1967,2005
USW00024213, 40.8097,-124.1603,ACSH,1965,2005
USW00024213, 40.8097,-124.1603,AWND,2012,2019
USW00024213, 40.8097,-124.1603,PSUN,1965,2018
USW00024215, 41.3325,-122.3328,AWND,1998,2019
USW00024215, 41.3325,-122.3328,PSUN,2016,2019
USW00024216, 40.1519,-122.2536,ACMH,1965,1986
USW00024216, 40.1519,-122.2536,ACSH,1965,1986
USW00024216, 40.1519,-122.2536,AWND,1984,2019
USW00024216, 40.1519,-122.2536,PSUN,1965,1983
USW00024217, 48.7939,-122.5372,AWND,1998,2019
USW00024219, 45.6194,-121.1661,AWND,2000,2019
USW00024220, 47.0339,-120.5303,AWND,1998,2019
USW00024221, 44.1278,-123.2206,ACMH,1965,1995
USW00024221, 44.1278,-123.2206,ACSH,1965,1995
USW00024221, 44.1278,-123.2206,AWND,1984,2019
USW00024222, 47.9078,-122.2803,AWND,1998,2019
USW00024225, 42.3811,-122.8722,ACMH,1965,1997
USW00024225, 42.3811,-122.8722,ACSH,1965,1997
USW00024225, 42.3811,-122.8722,AWND,1984,2019
USW00024225, 42.3811,-122.8722,PSUN,2016,2018
USW00024227, 46.9733,-122.9033,ACMH,1965,1994
USW00024227, 46.9733,-122.9033,ACSH,1965,1995
USW00024227, 46.9733,-122.9033,AWND,1984,2019
USW00024229, 45.5908,-122.6003,ACMH,1965,1995
USW00024229, 45.5908,-122.6003,ACSH,1965,1995
USW00024229, 45.5908,-122.6003,AWND,1984,2019
USW00024229, 45.5908,-122.6003,PSUN,1965,1983
USW00024230, 44.2558,-121.1392,AWND,1984,2019
USW00024231, 43.2389,-123.3547,AWND,1998,2019
USW00024231, 43.2389,-123.3547,PSUN,2014,2018
USW00024232, 44.9050,-123.0011,ACMH,1965,1995
USW00024232, 44.9050,-123.0011,ACSH,1965,1995
USW00024232, 44.9050,-123.0011,AWND,1984,2019
USW00024232, 44.9050,-123.0011,PSUN,2018,2018
USW00024233, 47.4444,-122.3139,ACMH,1965,1996
USW00024233, 47.4444,-122.3139,ACSH,1965,1996
USW00024233, 47.4444,-122.3139,AWND,1984,2019
USW00024233, 47.4444,-122.3139,PSUN,1965,1983
USW00024234, 47.5303,-122.3008,AWND,1998,2019
USW00024235, 42.6003,-123.3642,ACMH,1984,1984
USW00024235, 42.6003,-123.3642,ACSH,1965,1987
USW00024235, 42.6003,-123.3642,AWND,1984,2019
USW00024237, 47.2767,-121.3372,ACMH,1965,1987
USW00024237, 47.2767,-121.3372,ACSC,1994,1994
USW00024237, 47.2767,-121.3372,ACSH,1965,1994
USW00024237, 47.2767,-121.3372,AWND,1984,2019
USW00024240, 48.3833,-124.7333,ACMH,1965,1966
USW00024240, 48.3833,-124.7333,ACSH,1965,1966
USW00024240, 48.3833,-124.7333,PSUN,1965,1966
USW00024241, 46.4833,-122.8167,AWND,1994,1995
USW00024242, 45.5511,-122.4089,AWND,1998,2019
USW00024243, 46.5683,-120.5428,ACMH,1965,1994
USW00024243, 46.5683,-120.5428,ACSH,1965,1996
USW00024243, 46.5683,-120.5428,AWND,1984,2019
USW00024243, 46.5683,-120.5428,PSUN,2013,2013
USW00024244, 47.6833,-122.2667,ACMH,1965,1970
USW00024244, 47.6833,-122.2667,ACSH,1965,1970
USW00024255, 48.3500,-122.6667,ACMH,1965,1975
USW00024255, 48.3500,-122.6667,ACSH,1965,1975
USW00024255, 48.3500,-122.6667,AWND,1986,2019
USW00024257, 40.5175,-122.2986,ACMH,1986,1996
USW00024257, 40.5175,-122.2986,ACSH,1986,1996
USW00024257, 40.5175,-122.2986,AWND,1986,2019
USW00024259, 41.7806,-122.4717,AWND,2001,2019
USW00024259, 41.7806,-122.4717,PSUN,2015,2019
USW00024283, 40.9781,-124.1086,AWND,1992,2019
USW00024284, 43.4133,-124.2436,AWND,1984,2019
USW00024284, 43.4133,-124.2436,PSUN,2014,2019
USW00024286, 41.7803,-124.2367,AWND,2000,2019
USW00025308, 55.0389,-131.5786,ACMH,1965,1985
USW00025308, 55.0389,-131.5786,ACSH,1965,1996
USW00025308, 55.0389,-131.5786,AWND,1984,2018
USW00025309, 58.3567,-134.5639,ACMH,1965,1996
USW00025309, 58.3567,-134.5639,ACSH,1965,1998
USW00025309, 58.3567,-134.5639,AWND,1984,2019
USW00025309, 58.3567,-134.5639,PSUN,1965,1979
USW00025323, 59.2433,-135.5094,AWND,1998,2019
USW00025325, 55.3567,-131.7117,AWND,1998,2019
USW00025325, 55.3567,-131.7117,PSUN,2018,2018
USW00025331, 61.5961,-149.0917,AWND,1998,2019
USW00025333, 57.0481,-135.3647,AWND,1998,2019
USW00025335, 59.4556,-135.3239,AWND,1998,2019
USW00025339, 59.5119,-139.6711,ACMH,1965,1997
USW00025339, 59.5119,-139.6711,ACSH,1965,1997
USW00025339, 59.5119,-139.6711,AWND,1984,2019
USW00025367, 55.5800,-133.0750,AWND,1998,2019
USW00025501, 57.7511,-152.4856,ACMH,1965,1996
USW00025501, 57.7511,-152.4856,ACSH,1965,1996
USW00025501, 57.7511,-152.4856,AWND,1984,2019
USW00025503, 58.6794,-156.6294,ACMH,1965,1998
USW00025503, 58.6794,-156.6294,ACSH,1965,1998
USW00025503, 58.6794,-156.6294,AWND,1984,2019
USW00025506, 59.7494,-154.9089,ACSH,1967,1970
USW00025506, 59.7494,-154.9089,AWND,1998,2019
USW00025507, 59.6419,-151.4908,ACMH,1971,1985
USW00025507, 59.6419,-151.4908,ACSH,1968,1986
USW00025507, 59.6419,-151.4908,AWND,1984,2019
USW00025516, 59.4433,-151.7017,AWND,1998,2019
USW00025624, 55.2208,-162.7325,ACMH,1965,1998
USW00025624, 55.2208,-162.7325,ACSH,1965,1998
USW00025624, 55.2208,-162.7325,AWND,1984,2019
USW00025628, 56.6000,-169.5650,AWND,1998,2019
USW00025704, 51.8833,-176.6500,ACMH,1965,1983
USW00025704, 51.8833,-176.6500,ACSH,1965,1983
USW00025704, 51.8833,-176.6500,AWND,1986,1996
USW00025713, 57.1553,-170.2222,ACMH,1965,1996
USW00025713, 57.1553,-170.2222,ACSH,1965,1996
USW00025713, 57.1553,-170.2222,AWND,1984,2019
USW00026409, 61.2169,-149.8550,AWND,1998,2019
USW00026410, 60.4889,-145.4511,AWND,1999,2019
USW00026411, 64.8039,-147.8761,ACMH,1965,1997
USW00026411, 64.8039,-147.8761,ACSH,1965,1997
USW00026411, 64.8039,-147.8761,AWND,1984,2019
USW00026412, 62.9614,-141.9292,AWND,2000,2005
USW00026414, 63.3333,-149.1333,ACMH,1967,1976
USW00026414, 63.3333,-149.1333,ACSH,1967,1976
USW00026415, 63.9944,-145.7214,ACSH,1968,1972
USW00026415, 63.9944,-145.7214,AWND,1984,2019
USW00026422, 64.7767,-141.1483,AWND,1998,2019
USW00026425, 62.1592,-145.4589,ACMH,1967,1973
USW00026425, 62.1592,-145.4589,ACSH,1967,1973
USW00026425, 62.1592,-145.4589,AWND,1984,2019
USW00026435, 64.5500,-149.0717,ACSH,1968,1969
USW00026435, 64.5500,-149.0717,AWND,1998,2019
USW00026438, 60.1283,-149.4167,AWND,1998,2019
USW00026442, 61.1303,-146.3517,ACMH,1977,2005
USW00026442, 61.1303,-146.3517,ACSH,1975,2005
USW00026442, 61.1303,-146.3517,AWND,1984,2014
USW00026451, 61.1689,-150.0278,ACMH,1965,1998
USW00026451, 61.1689,-150.0278,ACSH,1965,1998
USW00026451, 61.1689,-150.0278,AWND,1984,2019
USW00026451, 61.1689,-150.0278,PSUN,1965,1983
USW00026491, 61.1781,-149.9664,AWND,1998,2019
USW00026492, 60.7850,-148.8389,AWND,1998,2019
USW00026502, 64.3267,-158.7417,AWND,1998,2019
USW00026510, 62.9575,-155.6103,ACMH,1965,1998
USW00026510, 62.9575,-155.6103,ACSH,1965,1998
USW00026510, 62.9575,-155.6103,AWND,1984,2019
USW00026519, 62.5167,-153.8833,ACSH,1968,1969
USW00026523, 60.5797,-151.2392,AWND,1999,2019
USW00026528, 62.3200,-150.0950,ACMH,1967,1996
USW00026528, 62.3200,-150.0950,ACSH,1967,1997
USW00026528, 62.3200,-150.0950,AWND,1984,2019
USW00026529, 65.1744,-152.1069,ACSH,1968,1969
USW00026529, 65.1744,-152.1069,AWND,1994,2005
USW00026533, 66.9161,-151.5089,ACMH,1971,1976
USW00026533, 66.9161,-151.5089,ACSH,1968,1976
USW00026533, 66.9161,-151.5089,AWND,1984,2019
USW00026615, 60.7850,-161.8292,ACMH,1965,1998
USW00026615, 60.7850,-161.8292,ACSH,1965,1998
USW00026615, 60.7850,-161.8292,AWND,1984,2019
USW00026616, 66.8667,-162.6333,ACMH,1965,1997
USW00026616, 66.8667,-162.6333,ACSH,1965,1997
USW00026616, 66.8667,-162.6333,AWND,1984,2019
USW00026617, 64.5111,-165.4400,ACMH,1965,1998
USW00026617, 64.5111,-165.4400,ACSH,1965,1998
USW00026617, 64.5111,-165.4400,AWND,1984,2019
USW00026617, 64.5111,-165.4400,PSUN,1965,1983
USW00026627, 63.8833,-160.8000,ACMH,1967,1998
USW00026627, 63.8833,-160.8000,ACSH,1967,1998
USW00026627, 63.8833,-160.8000,AWND,1984,1998
USW00026642, 67.7317,-164.5483,AWND,1998,2019
USW00026643, 66.0689,-162.7639,AWND,1998,2019
USW00027401, 70.1333,-143.6333,ACMH,1965,1988
USW00027401, 70.1333,-143.6333,ACSH,1965,1988
USW00027401, 70.1333,-143.6333,AWND,1984,1994
USW00027401, 70.1333,-143.6333,PSUN,1967,1967
USW00027406, 70.1917,-148.4772,AWND,1999,2019
USW00027502, 71.2833,-156.7814,ACMH,1965,1998
USW00027502, 71.2833,-156.7814,ACSH,1965,1998
USW00027502, 71.2833,-156.7814,AWND,1984,2019
USW00027503, 70.6392,-159.9950,AWND,1998,2019
USW00027515, 70.2117,-151.0017,AWND,1998,2019
USW00045715, 52.7167, 174.1000,ACMH,1965,1973
USW00045715, 52.7167, 174.1000,ACSH,1965,1973
USW00053119, 36.3189,-119.6289,AWND,1998,2019
USW00053120, 33.0375,-116.9158,AWND,1998,2019
USW00053121, 33.2194,-117.3494,AWND,1999,2019
USW00053123, 36.2117,-115.1958,AWND,2000,2019
USW00053144, 34.9883,-117.8647,AWND,2006,2016
USW00053145, 37.6172,-116.2642,AWND,2006,2015
USW00053146, 31.6072,-110.4281,AWND,2008,2019
USW00053146, 31.6072,-110.4281,PSUN,2011,2011
USW00053802, 39.4781, -88.2803,AWND,1998,2019
USW00053802, 39.4781, -88.2803,PSUN,2014,2014
USW00053819, 33.3633, -84.5658,AWND,1998,2019
USW00053819, 33.3633, -84.5658,PSUN,2015,2016
USW00053820, 31.4156, -87.0442,AWND,1998,2019
USW00053838, 34.2719, -83.8303,AWND,1998,2019
USW00053838, 34.2719, -83.8303,PSUN,2015,2016
USW00053841, 38.1847, -84.9033,AWND,1998,2019
USW00053841, 38.1847, -84.9033,PSUN,2015,2015
USW00053842, 39.8250, -86.2958,AWND,1998,2019
USW00053842, 39.8250, -86.2958,PSUN,2014,2015
USW00053843, 31.3089, -86.3939,AWND,2006,2019
USW00053844, 39.7556, -82.6572,AWND,1998,2019
USW00053847, 30.7044, -87.0231,AWND,2007,2019
USW00053848, 30.5069, -86.9597,AWND,2007,2018
USW00053850, 34.6719, -82.8864,AWND,1998,2019
USW00053852, 34.6525, -86.9453,AWND,1998,2019
USW00053853, 30.4000, -86.4717,AWND,1998,2019
USW00053854, 33.4617, -80.8581,AWND,1998,2019
USW00053855, 39.3644, -84.5247,AWND,1998,2019
USW00053858, 30.4636, -88.5319,AWND,1998,2019
USW00053859, 39.5936, -84.2264,AWND,1998,2019
USW00053860, 30.3361, -81.5147,AWND,1998,2019
USW00053860, 30.3361, -81.5147,PSUN,2016,2016
USW00053861, 31.3558, -85.7511,AWND,2008,2017
USW00053862, 30.0719, -83.5736,AWND,1998,2014
USW00053863, 33.8750, -84.3022,AWND,1998,2019
USW00053863, 33.8750, -84.3022,PSUN,2015,2016
USW00053864, 33.1783, -86.7817,AWND,1998,2019
USW00053865, 30.3433, -89.8222,AWND,1998,2019
USW00053866, 39.5781, -85.8033,AWND,1998,2019
USW00053867, 33.9706, -80.9958,AWND,1998,2019
USW00053868, 36.0236, -84.2375,AWND,1998,2019
USW00053869, 35.9403, -89.8308,AWND,1998,2019
USW00053870, 35.1967, -81.1558,AWND,1999,2019
USW00053871, 34.9869, -81.0575,AWND,1999,2019
USW00053872, 35.0169, -80.6206,AWND,1999,2019
USW00053873, 34.1231, -84.8486,AWND,2000,2019
USW00053873, 34.1231, -84.8486,PSUN,2014,2016
USW00053874, 34.2486, -82.1592,AWND,2000,2019
USW00053879, 38.9597, -94.3714,AWND,2002,2019
USW00053879, 38.9597, -94.3714,PSUN,2014,2019
USW00053901, 36.8781, -91.9025,AWND,1998,2019
USW00053901, 36.8781, -91.9025,PSUN,2015,2015
USW00053902, 30.3567, -95.4139,AWND,1998,2019
USW00053903, 30.7439, -95.5861,AWND,1998,2019
USW00053904, 38.9286, -90.4281,AWND,1998,2019
USW00053905, 32.5428, -93.7450,AWND,1998,2019
USW00053907, 32.6636, -97.0939,AWND,1998,2019
USW00053908, 36.0394, -95.9844,AWND,1998,2019
USW00053909, 32.9733, -97.3181,AWND,1998,2019
USW00053910, 30.0675, -95.5561,AWND,1998,2019
USW00053911, 32.7100, -96.2672,AWND,1998,2019
USW00053912, 32.0311, -96.3989,AWND,1998,2019
USW00053913, 35.8517, -97.4142,AWND,1998,2019
USW00053914, 33.1803, -96.5903,AWND,1998,2019
USW00053915, 30.0375, -91.8839,AWND,1998,2019
USW00053916, 39.8233, -93.5792,AWND,1998,2019
USW00053916, 39.8233, -93.5792,PSUN,2014,2016
USW00053917, 30.0494, -90.0289,AWND,1998,2019
USW00053918, 36.3689, -92.4703,AWND,1998,2019
USW00053919, 33.6361, -91.7556,AWND,1998,2019
USW00053920, 35.2578, -93.0947,AWND,1999,2019
USW00053921, 34.5467, -93.5781,AWND,1999,2019
USW00053922, 36.2833, -94.3000,AWND,1999,2019
USW00053925, 34.0500, -94.4008,AWND,2003,2019
USW00053925, 34.0500, -94.4008,PSUN,2015,2015
USW00053959, 35.1350, -90.2344,AWND,2002,2019
USW00053988, 31.1500, -92.9667,AWND,2006,2019
USW00053989, 39.2942, -96.9264,AWND,2006,2014
USW00054704, 42.1908, -71.1736,AWND,1998,2019
USW00054728, 44.3675, -71.5450,AWND,1998,2019
USW00054733, 42.5842, -70.9175,AWND,1998,2019
USW00054734, 41.3714, -73.4828,AWND,1998,2019
USW00054737, 40.1203, -76.2944,AWND,1999,2019
USW00054740, 43.3436, -72.5178,AWND,1998,2019
USW00054742, 44.4200, -72.0194,AWND,1998,2005
USW00054743, 40.8764, -74.2831,AWND,1999,2019
USW00054756, 42.5700, -72.2911,AWND,1998,2019
USW00054757, 42.1094, -77.9919,AWND,2000,2019
USW00054767, 41.7419, -72.1836,AWND,1998,2019
USW00054768, 42.6958, -73.1708,AWND,1998,2019
USW00054769, 41.9097, -70.7294,AWND,1998,2019
USW00054770, 42.8050, -72.0036,AWND,1998,2019
USW00054771, 44.5344, -72.6144,AWND,1998,2019
USW00054772, 43.9906, -70.9475,AWND,1998,2019
USW00054773, 43.3497, -76.3847,AWND,1998,2019
USW00054777, 41.8756, -71.0211,AWND,1998,2019
USW00054778, 42.6425, -77.0564,AWND,1998,2019
USW00054779, 41.0089, -74.7367,AWND,1998,2019
USW00054780, 41.0731, -71.9233,AWND,1998,2019
USW00054781, 42.8914, -73.2469,AWND,1998,2019
USW00054782, 40.2383, -75.5572,AWND,1999,2019
USW00054785, 40.6239, -74.6694,AWND,1999,2019
USW00054786, 40.3300, -75.1225,AWND,1999,2019
USW00054787, 40.7342, -73.4169,AWND,1999,2019
USW00054788, 41.5097, -72.8278,AWND,1999,2019
USW00054789, 41.1389, -75.3794,AWND,1999,2019
USW00054789, 41.1389, -75.3794,PSUN,2014,2019
USW00054790, 40.8217, -72.8689,AWND,1999,2019
USW00054791, 43.2781, -70.9222,AWND,2000,2019
USW00054792, 41.0467, -78.4117,AWND,2000,2019
USW00054793, 41.2003, -74.6231,AWND,2000,2019
USW00054813, 46.4167, -86.6500,AWND,2004,2019
USW00063870, 31.0425, -86.3117,AWND,2006,2019
USW00063871, 30.8458, -85.6014,AWND,2006,2019
USW00063872, 31.9514, -85.1289,AWND,2006,2019
USW00063873, 31.3500, -85.6667,AWND,2006,2017
USW00063874, 31.8456, -86.6108,AWND,2006,2019
USW00063890, 30.3503, -81.8831,AWND,2007,2019
USW00063903, 31.1136, -92.9656,AWND,2010,2013
USW00064775, 43.2339, -75.4117,AWND,2007,2019
USW00064776, 44.6500, -73.4667,AWND,2007,2019
USW00073805, 30.3489, -85.7881,AWND,2010,2019
USW00092802, 28.1878, -82.6258,AWND,1998,1998
USW00092805, 26.2500, -80.1083,AWND,1998,2019
USW00092806, 27.7628, -82.6261,AWND,1998,2019
USW00092809, 25.9989, -80.2411,AWND,1999,2019
USW00093005, 37.1431,-107.7597,AWND,1998,2019
USW00093009, 39.2292,-106.3169,AWND,1998,2019
USW00093010, 39.1894,-103.7158,ACMH,1989,1994
USW00093010, 39.1894,-103.7158,ACSH,1989,1994
USW00093010, 39.1894,-103.7158,AWND,1989,2019
USW00093013, 38.5050,-107.8975,AWND,1998,2019
USW00093013, 38.5050,-107.8975,PSUN,2018,2018
USW00093026, 31.4583,-109.6061,AWND,2000,2019
USW00093027, 34.5183,-109.3792,AWND,1999,2019
USW00093033, 32.3336,-104.2581,AWND,2000,2019
USW00093037, 38.8100,-104.6883,ACMH,1978,1992
USW00093037, 38.8100,-104.6883,ACSH,1978,1992
USW00093037, 38.8100,-104.6883,AWND,1984,2019
USW00093042, 36.0167,-102.5500,AWND,2000,2019
USW00093045, 33.2367,-107.2681,AWND,1998,2019
USW00093057, 35.1664,-107.8992,AWND,1998,2012
USW00093058, 38.2900,-104.4983,ACMH,1965,1990
USW00093058, 38.2900,-104.4983,ACSH,1965,1992
USW00093058, 38.2900,-104.4983,AWND,1982,2019
USW00093058, 38.2900,-104.4983,PSUN,1965,1983
USW00093063, 32.6333,-108.1667,ACSH,1965,1968
USW00093067, 39.5703,-104.8489,AWND,1998,2019
USW00093069, 37.3031,-108.6275,AWND,1998,2019
USW00093073, 39.2231,-106.8683,AWND,1998,2019
USW00093075, 38.7550,-109.7542,AWND,1998,2019
USW00093075, 38.7550,-109.7542,PSUN,2018,2018
USW00093084, 32.8547,-109.6353,AWND,1998,2019
USW00093101, 33.6667,-117.7333,ACMH,1965,1975
USW00093101, 33.6667,-117.7333,ACSH,1965,1975
USW00093101, 33.6667,-117.7333,AWND,1986,1998
USW00093102, 39.4167,-118.7167,ACMH,1965,1970
USW00093102, 39.4167,-118.7167,ACSH,1965,1975
USW00093102, 39.4167,-118.7167,AWND,1986,2019
USW00093104, 35.6875,-117.6931,AWND,1986,2019
USW00093105, 33.4333,-112.3667,ACSH,1965,1966
USW00093106, 33.7833,-118.0500,ACMH,1965,1970
USW00093106, 33.7833,-118.0500,ACSH,1965,1971
USW00093107, 32.8667,-117.1333,ACMH,1965,1975
USW00093107, 32.8667,-117.1333,ACSH,1965,1975
USW00093107, 32.8667,-117.1333,AWND,1986,2018
USW00093110, 34.2008,-119.2069,AWND,1998,2019
USW00093111, 34.1167,-119.1167,ACMH,1965,1975
USW00093111, 34.1167,-119.1167,ACSH,1965,1975
USW00093111, 34.1167,-119.1167,AWND,1986,2019
USW00093112, 32.7000,-117.2000,ACMH,1965,1975
USW00093112, 32.7000,-117.2000,ACSH,1965,1975
USW00093112, 32.7000,-117.2000,AWND,1986,2019
USW00093112, 32.7000,-117.2000,PSUN,2011,2011
USW00093114, 33.7000,-117.8333,ACMH,1968,1975
USW00093114, 33.7000,-117.8333,ACSH,1968,1975
USW00093114, 33.7000,-117.8333,AWND,1986,1998
USW00093115, 32.5667,-117.1167,ACMH,1965,1975
USW00093115, 32.5667,-117.1167,ACSH,1965,1975
USW00093115, 32.5667,-117.1167,AWND,1986,2019
USW00093116, 33.2500,-119.4500,ACSH,1965,1965
USW00093116, 33.2500,-119.4500,AWND,1986,2010
USW00093117, 33.0233,-118.5881,ACMH,1965,1975
USW00093117, 33.0233,-118.5881,ACSH,1965,1975
USW00093117, 33.0233,-118.5881,AWND,1986,1989
USW00093121, 34.3000,-116.1667,AWND,1998,2003
USW00093129, 37.7086,-113.0944,AWND,1984,2019
USW00093134, 34.0511,-118.2353,ACSH,1965,1977
USW00093134, 34.0511,-118.2353,AWND,1999,2019
USW00093134, 34.0511,-118.2353,PSUN,1965,1977
USW00093138, 33.8281,-116.5053,AWND,1998,2019
USW00093141, 39.6092,-110.7547,AWND,1998,2019
USW00093167, 35.2578,-113.9331,AWND,1998,2019
USW00093184, 33.6800,-117.8664,AWND,1999,2019
USW00093193, 36.7800,-119.7194,ACMH,1965,1995
USW00093193, 36.7800,-119.7194,ACSH,1965,1995
USW00093193, 36.7800,-119.7194,AWND,1984,2019
USW00093193, 36.7800,-119.7194,PSUN,1965,1983
USW00093197, 34.0158,-118.4514,AWND,1998,2019
USW00093205, 39.1019,-121.5678,AWND,2000,2019
USW00093206, 35.2372,-120.6414,AWND,1998,2019
USW00093209, 35.6697,-120.6283,AWND,2001,2019
USW00093210, 39.4900,-121.6183,AWND,1998,2019
USW00093225, 38.6956,-121.5897,AWND,1998,2019
USW00093226, 35.6656,-121.2847,AWND,1998,2005
USW00093227, 38.2103,-122.2847,AWND,1998,2019
USW00093228, 37.6542,-122.1150,AWND,1998,2019
USW00093230, 38.8983,-119.9947,AWND,2000,2019
USW00093241, 38.3775,-121.9575,AWND,1998,2019
USW00093242, 36.9878,-120.1106,AWND,1998,2019
USW00093706, 39.7078, -77.7297,AWND,1998,2019
USW00093718, 33.8117, -78.7239,AWND,1999,2019
USW00093718, 33.8117, -78.7239,PSUN,2014,2019
USW00093719, 35.0678, -77.0481,ACSH,1979,1979
USW00093719, 35.0678, -77.0481,AWND,1998,2019
USW00093720, 38.3406, -75.5103,AWND,2001,2019
USW00093721, 39.1667, -76.6833,ACMH,1965,1996
USW00093721, 39.1667, -76.6833,ACSH,1965,1996
USW00093721, 39.1667, -76.6833,AWND,1984,2019
USW00093721, 39.1667, -76.6833,PSUN,1965,1983
USW00093727, 34.7000, -77.3833,ACMH,1965,2002
USW00093727, 34.7000, -77.3833,ACSH,1965,1975
USW00093727, 34.7000, -77.3833,AWND,1986,2019
USW00093729, 35.2325, -75.6219,ACMH,1965,1994
USW00093729, 35.2325, -75.6219,ACSH,1965,1995
USW00093729, 35.2325, -75.6219,AWND,1984,2019
USW00093729, 35.2325, -75.6219,PSUN,1965,1983
USW00093730, 39.4494, -74.5672,ACMH,1965,1995
USW00093730, 39.4494, -74.5672,ACSH,1965,1995
USW00093730, 39.4494, -74.5672,AWND,1984,2019
USW00093730, 39.4494, -74.5672,PSUN,1965,2017
USW00093736, 38.1386, -78.4530,AWND,1998,2019
USW00093738, 38.9408, -77.4636,ACMH,1965,1996
USW00093738, 38.9408, -77.4636,ACSH,1965,1996
USW00093738, 38.9408, -77.4636,AWND,1984,2019
USW00093738, 38.9408, -77.4636,PSUN,1966,1966
USW00093739, 37.9406, -75.4631,ACSH,1966,1981
USW00093739, 37.9406, -75.4631,AWND,1984,2019
USW00093740, 34.9914, -78.8803,AWND,1998,2019
USW00093740, 34.9914, -78.8803,PSUN,2014,2018
USW00093741, 37.1319, -76.4930,AWND,2000,2019
USW00093743, 34.6833, -77.0333,ACMH,1981,1981
USW00093743, 34.6833, -77.0333,ACSH,1981,1981
USW00093743, 34.6833, -77.0333,AWND,1998,2014
USW00093759, 35.8550, -77.8931,AWND,2000,2019
USW00093762, 39.7333, -77.4333,AWND,2006,2016
USW00093765, 34.7336, -76.6606,AWND,2000,2019
USW00093773, 36.9839, -77.0075,AWND,1998,2019
USW00093775, 37.7081, -77.4344,AWND,1998,2019
USW00093778, 39.9181, -76.8742,AWND,1998,2019
USW00093780, 39.9492, -74.8417,AWND,1998,2019
USW00093781, 36.4394, -77.7097,AWND,1998,2009
USW00093782, 34.7917, -79.3661,AWND,1998,2019
USW00093783, 36.0467, -79.4769,AWND,1998,2019
USW00093784, 39.2814, -76.6089,AWND,2002,2007
USW00093785, 35.9333, -79.0642,AWND,1999,2018
USW00093786, 38.3083, -75.1239,AWND,1999,2019
USW00093801, 34.3478, -85.1611,ACSH,1966,1966
USW00093801, 34.3478, -85.1611,AWND,1998,2019
USW00093801, 34.3478, -85.1611,PSUN,2014,2016
USW00093805, 30.3975, -84.3289,ACMH,1965,1996
USW00093805, 30.3975, -84.3289,ACSH,1965,1996
USW00093805, 30.3975, -84.3289,AWND,1984,2019
USW00093806, 33.2119, -87.6161,AWND,1994,2019
USW00093807, 36.1336, -80.2222,ACMH,1965,1965
USW00093807, 36.1336, -80.2222,ACSH,1965,1965
USW00093807, 36.1336, -80.2222,AWND,1998,2019
USW00093808, 36.9647, -86.4239,AWND,1998,2019
USW00093808, 36.9647, -86.4239,PSUN,2015,2015
USW00093809, 37.0422, -89.1856,ACMH,1974,1978
USW00093809, 37.0422, -89.1856,ACSH,1965,1987
USW00093809, 37.0422, -89.1856,PSUN,1965,1983
USW00093810, 37.7797, -89.2497,AWND,1998,2019
USW00093812, 39.1033, -84.4189,AWND,1998,2019
USW00093814, 39.0431, -84.6717,ACMC,1995,1996
USW00093814, 39.0431, -84.6717,ACMH,1965,1995
USW00093814, 39.0431, -84.6717,ACSC,1995,1996
USW00093814, 39.0431, -84.6717,ACSH,1965,1995
USW00093814, 39.0431, -84.6717,AWND,1984,2019
USW00093814, 39.0431, -84.6717,PSUN,1983,1983
USW00093815, 39.9061, -84.2186,ACMC,1995,1995
USW00093815, 39.9061, -84.2186,ACMH,1965,1995
USW00093815, 39.9061, -84.2186,ACSC,1995,1995
USW00093815, 39.9061, -84.2186,ACSH,1965,1995
USW00093815, 39.9061, -84.2186,AWND,1984,2019
USW00093815, 39.9061, -84.2186,PSUN,1965,1983
USW00093817, 38.0442, -87.5206,ACMH,1965,1996
USW00093817, 38.0442, -87.5206,ACSH,1965,1996
